StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,H1,Timer_First Click,Timer_Last Click,Timer_Page Submit,Timer_Click Count,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,Q37,D1,D2,D3,D4,D5,D6,D7,Q43,group,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,Total,Easy,Medium,Hard,Very_Hard,Total_Pct,Easy_Pct,Medium_Pct,Hard_Pct,Very_Hard_Pct,Time_Lmt
24Mar2020 10:38:00,24Mar2020 10:42:00,IP Address,100,284,TRUE,24Mar2020 10:42:00,R_22JENHzoqZIBWTX,anonymous,EN,I promise not to search the internet for answer to this survey.,3.6,235.419,236.548,53,7,10ft,180 degrees,Mary Shelley,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,48,Methane,Calmly he warned her that be quiet or else he will have to shoot her.,24,Extremely challenging,High school graduate,Female,A lot more stressed,"$125,000 - $149,999","Mountain - Montana, Idaho, Wyoming, Colorado, New Mexico, Arizona, Utah, Nevada","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 10:49:00,24Mar2020 10:59:00,IP Address,100,591,TRUE,24Mar2020 10:59:00,R_ToAZ5J89oqHidVf,anonymous,EN,I promise not to search the internet for answer to this survey.,1.933,515.734,516.757,63,7,12ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Rhode Island,Mercury,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Moderately challenging,4 year degree,Female,A lot more stressed,Prefer not to say,"Pacific - Washington, Oregon, California, Alaska, Hawaii","Not employed, looking for work",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 11:08:00,24Mar2020 11:17:00,IP Address,100,570,TRUE,24Mar2020 11:17:00,R_8dYLaFfyOe1fZFT,anonymous,EN,I promise not to search the internet for answer to this survey.,12.748,402.311,403.479,59,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Male,A little less stressed,"$25,000 - $49,999","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Student, full-time",18 - 24,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 11:12:00,24Mar2020 11:22:00,IP Address,100,614,TRUE,24Mar2020 11:22:00,R_BXniKIVEjFXrtDj,anonymous,EN,I can't promise that.,22.182,521.539,540.527,51,8,12ft,180 degrees,Maurice Sendak,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Michigan,Toyota,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,Master's degree,Female,A lot more stressed,"$9,999 - $24,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",18 - 24,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 11:54:00,24Mar2020 12:00:00,IP Address,100,366,TRUE,24Mar2020 12:00:00,R_3me2fTEQRMoZGyg,anonymous,EN,I promise not to search the internet for answer to this survey.,2.798,304.965,312.157,26,7,12ft,180 degrees,Maurice Sendak,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,A little more stressed,"$100,000 - $124,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 11:54:00,24Mar2020 12:02:00,IP Address,100,463,TRUE,24Mar2020 12:02:00,R_1gzKutsVjfx4rEC,anonymous,EN,I promise not to search the internet for answer to this survey.,4.553,389.888,393.251,32,7,10ft,180 degrees,Maurice Sendak,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,,Maine,Toyota,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Master's degree,Male,Much less stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:01:00,24Mar2020 12:05:00,IP Address,100,195,TRUE,24Mar2020 12:05:00,R_2rDgEPf2vKa01Zw,anonymous,EN,I promise not to search the internet for answer to this survey.,2.236,118.285,137.814,10,7,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",,,Maine,,,,,,Very challenging,Master's degree,Female,A lot more stressed,"$150,000 - $199,000","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:01:00,24Mar2020 12:10:00,IP Address,100,497,TRUE,24Mar2020 12:10:00,R_1loz3h60FbkSMku,anonymous,EN,I promise not to search the internet for answer to this survey.,32.581,407.697,408.655,15,7,11ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Mercury,48,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,4 year degree,Male,A lot more stressed,"$150,000 - $199,000","Pacific - Washington, Oregon, California, Alaska, Hawaii","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 11:55:00,24Mar2020 12:12:00,IP Address,100,994,TRUE,24Mar2020 12:12:00,R_3knMQ6ir7iNNnmE,anonymous,EN,I promise not to search the internet for answer to this survey.,28.384,890.079,891.859,15,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Mercury,60,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Female,A lot more stressed,"$9,999 - $24,999","Northeastern Midwest - Ohio, Indiana, Illinois, Michigan, Wisconsin","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:07:00,24Mar2020 12:12:00,IP Address,100,312,TRUE,24Mar2020 12:12:00,R_2tqTkIORJr86XrO,anonymous,EN,I promise not to search the internet for answer to this survey.,3.779,237.383,249.379,21,7,11ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Rhode Island,Toyota,60,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Moderately challenging,Master's degree,Female,A little more stressed,"$75,000 - $99,999","Southern Atlantic - Delaware, Maryland, District of Columbia, Virginia, West Virginia, North Carolina, South Carolina, Georgia, Florida","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:07:00,24Mar2020 12:18:00,IP Address,100,653,TRUE,24Mar2020 12:18:00,R_3oXtf6eJD1oT3pJ,anonymous,EN,I promise not to search the internet for answer to this survey.,2.65,589.006,589.75,37,7,10ft,180 degrees,Maurice Sendak,Tortures,8,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Acura,60,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Male,About the same,"$100,000 - $124,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:12:00,24Mar2020 12:19:00,IP Address,100,438,TRUE,24Mar2020 12:19:00,R_1P8o6H4if7RGtT5,anonymous,EN,I promise not to search the internet for answer to this survey.,3.085,362.812,364.37,38,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Michigan,Toyota,48,Hydrogen,Calmly he warned her that be quiet or else he will have to shoot her.,144,Moderately challenging,4 year degree,Female,A little more stressed,"$75,000 - $99,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:00:00,24Mar2020 12:37:00,IP Address,100,2171,TRUE,24Mar2020 12:37:00,R_1eVO8ZRauN9pO4d,anonymous,EN,I promise not to search the internet for answer to this survey.,24.169,468.061,468.962,18,7,10ft,180 degrees,Maurice Sendak,Controls,10,"significantly affecting the frequency of surgical errors, which already are a cost to hospitals of",John Robbins,24 horses and 50 humans,Maine,Mercury,60,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,Master's degree,Male,About the same,"$150,000 - $199,000","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:28:00,24Mar2020 12:37:00,IP Address,100,529,TRUE,24Mar2020 12:37:00,R_12zZWBZ9RzwVNyz,anonymous,EN,I can't promise that.,2.796,436.784,468.903,17,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Toyota,60,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Male,A little more stressed,"$75,000 - $99,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:40:00,24Mar2020 12:47:00,IP Address,100,410,TRUE,24Mar2020 12:47:00,R_3PTRCWQieGtOguq,anonymous,EN,I promise not to search the internet for answer to this survey.,1.435,336.385,340.023,24,5,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Toyota,60,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,4 year degree,Male,About the same,"$75,000 - $99,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:45:00,24Mar2020 12:52:00,IP Address,100,424,TRUE,24Mar2020 12:52:00,R_sAnH847GAFukcpj,anonymous,EN,I promise not to search the internet for answer to this survey.,16.362,371.833,372.788,18,5,13ft,180 degrees,Mary Shelley,Immobilizes,8,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Rhode Island,Toyota,48,Uranium Dioxide,He said calmly that I shall shoot you if you don't be quiet.,12,Very challenging,Doctorate,Female,A little less stressed,"$125,000 - $149,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 12:49:00,24Mar2020 12:54:00,IP Address,100,301,TRUE,24Mar2020 12:54:00,R_325PLjTIPUhHfUB,anonymous,EN,I promise not to search the internet for answer to this survey.,12.151,264.427,265.934,21,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Toyota,64,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,4 year degree,Male,A little more stressed,"$50,000 - $74,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",18 - 24,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 13:02:00,24Mar2020 13:21:00,IP Address,100,1131,TRUE,24Mar2020 13:21:00,R_30jlM1Yf3m3ZSyO,anonymous,EN,I promise not to search the internet for answer to this survey.,51.444,1043.845,1045.351,38,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 humans and 50 horses,Florida,Mercury,,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Female,A little more stressed,Prefer not to say,"Western South - Arkansas, Louisiana, Oklahoma, Texas","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 13:34:00,24Mar2020 13:42:00,IP Address,100,502,TRUE,24Mar2020 13:42:00,R_TuZEX64hbcylFPX,anonymous,EN,I promise not to search the internet for answer to this survey.,3.56,414.961,416.93,14,7,12ft,180 degrees,Charles Dickens,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Rhode Island,Toyota,,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,4 year degree,Female,About the same,"$100,000 - $124,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 13:51:00,24Mar2020 14:01:00,IP Address,100,587,TRUE,24Mar2020 14:01:00,R_2R8sb2QRDxllwMl,anonymous,EN,I promise not to search the internet for answer to this survey.,7.059,519.893,522.455,18,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Mercury,48,Hydrogen,He said calmly that I shall shoot you if you don't be quiet.,12,Very challenging,Master's degree,Male,A lot more stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 14:02:00,24Mar2020 14:10:00,IP Address,100,481,TRUE,24Mar2020 14:10:00,R_3QWSIGh0EdMMC9t,anonymous,EN,I promise not to search the internet for answer to this survey.,2.984,348.559,389.455,40,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Rhode Island,Mercury,,,Calmly he warned her that be quiet or else he will have to shoot her.,,Moderately challenging,4 year degree,Female,A little more stressed,Prefer not to say,"Northeastern Midwest - Ohio, Indiana, Illinois, Michigan, Wisconsin","Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 14:08:00,24Mar2020 14:17:00,IP Address,100,506,TRUE,24Mar2020 14:17:00,R_QcUvV1uRkFCSOYh,anonymous,EN,I promise not to search the internet for answer to this survey.,2.481,440.465,442.228,20,7,12ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Toyota,64,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Extremely challenging,4 year degree,Female,A lot more stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",45 - 54,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 14:52:00,24Mar2020 15:35:00,IP Address,100,2564,TRUE,24Mar2020 15:35:00,R_3dMt7WYFkSB0w36,anonymous,EN,I promise not to search the internet for answer to this survey.,2.982,522.3,563.482,73,7,10ft,180 degrees,Edgar Allan Poe,Tortures,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,31 horses and 74 humans,Rhode Island,Mercury,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,Doctorate,Female,A lot more stressed,"$125,000 - $149,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 17:15:00,24Mar2020 17:20:00,IP Address,100,296,TRUE,24Mar2020 17:20:00,R_1DCHKpplwPsgOLF,anonymous,EN,I promise not to search the internet for answer to this survey.,2.854,232.075,234.033,48,7,10ft,180 degrees,Charles Dickens,Controls,10,"significantly affecting the frequency of surgical errors, already with hospital costs of",Louis Pasteur,24 horses and 50 humans,Maine,Bentley,48,Hydrogen,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Moderately challenging,Doctorate,Female,A little more stressed,"$75,000 - $99,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 17:14:00,24Mar2020 17:22:00,IP Address,100,492,TRUE,24Mar2020 17:22:00,R_3ly1bdGKNXf12xT,anonymous,EN,I promise not to search the internet for answer to this survey.,12.496,403.063,403.845,86,7,12ft,180 degrees,Edgar Allan Poe,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Maine,Toyota,48,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,720,Very challenging,High school graduate,Male,A little more stressed,"$50,000 - $74,999",Outside the USA,"Employed, working full-time",35 - 44,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 17:29:00,24Mar2020 17:31:00,IP Address,100,161,TRUE,24Mar2020 17:31:00,R_2ePsqdX7hT8y9OP,anonymous,EN,I promise not to search the internet for answer to this survey.,2.239,109.155,110.301,35,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Acura,64,Helium,He warned her to shoot if she didn't keep quiet calmly.,144,Very challenging,Master's degree,Female,About the same,"$200,000 +","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas",Retired,55 - 64,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 17:58:00,24Mar2020 18:07:00,IP Address,100,524,TRUE,24Mar2020 18:07:00,R_2wGEngm8VHsHC90,anonymous,EN,I promise not to search the internet for answer to this survey.,8.836,431.067,432.135,43,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Michigan,Acura,48,Uranium Dioxide,Calmly he warned her that be quiet or else he will have to shoot her.,144,Very challenging,Doctorate,Male,A little more stressed,"$200,000 +","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",55 - 64,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
23Mar2020 17:58:00,23Mar2020 18:20:00,IP Address,79,1295,FALSE,24Mar2020 18:20:00,R_zU4izma60jEnjQB,anonymous,EN,I promise not to search the internet for answer to this survey.,997.292,1285.681,1286.813,27,5,10ft,120 degrees,Mary Shelley,Tortures,6,"significantly affecting the frequency of surgical errors, which already are a cost to hospitals of",Louis Pasteur,37 humans and 98 horses,Florida,Bentley,84,Hydrogen,He warned her to shoot if she didn't keep quiet calmly.,12,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
23Mar2020 18:25:00,23Mar2020 18:25:00,IP Address,40,5,FALSE,24Mar2020 18:26:00,R_pQcbNKGeOBAG8Lv,anonymous,EN,I can't promise that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
23Mar2020 18:44:00,23Mar2020 18:44:00,IP Address,40,7,FALSE,24Mar2020 18:44:00,R_3nxv5Ch8ViVxmxM,anonymous,EN,I can't promise that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 19:21:00,24Mar2020 19:27:00,IP Address,100,356,TRUE,24Mar2020 19:27:00,R_s4KtUhgDOtjLcBP,anonymous,EN,I promise not to search the internet for answer to this survey.,2.492,289.193,290.031,30,7,10ft,180 degrees,Maurice Sendak,,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Acura,64,Methane,He warned her to shoot if she didn't keep quiet calmly.,24,Moderately challenging,Master's degree,Female,About the same,"$150,000 - $199,000","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 20:44:00,24Mar2020 20:53:00,IP Address,100,538,TRUE,24Mar2020 20:53:00,R_2zeB43nf6DO0Ncp,anonymous,EN,I promise not to search the internet for answer to this survey.,8.303,465.327,465.92,20,7,10ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Toyota,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Moderately challenging,4 year degree,Other / Prefer not to say,A little more stressed,"$50,000 - $74,999","Northeastern Midwest - Ohio, Indiana, Illinois, Michigan, Wisconsin","Employed, working part-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 20:45:00,24Mar2020 20:57:00,IP Address,100,749,TRUE,24Mar2020 20:57:00,R_6gK19RABbj4IA8N,anonymous,EN,I promise not to search the internet for answer to this survey.,8.401,615.488,616.761,84,7,11ft,180 degrees,Mary Shelley,Controls,10,"significantly affecting the frequency of surgical errors, which already are a cost to hospitals of",Louis Cooper,24 horses and 50 humans,Rhode Island,Toyota,48,Uranium Dioxide,He warned her calmly that he would shoot her if she didn't keep quiet.,12,Very challenging,Doctorate,Female,A little less stressed,Prefer not to say,Outside the USA,"Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 20:58:00,24Mar2020 20:59:00,IP Address,100,44,TRUE,24Mar2020 20:59:00,R_31zW63WL75KOVpr,anonymous,EN,I can't promise that.,2.544,9.708,14.34,4,,,,,,,,,,,,,,,,,Doctorate,,,,,,,"Yes, and I'm not sorry.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 20:55:00,24Mar2020 21:02:00,IP Address,100,442,TRUE,24Mar2020 21:02:00,R_pKjGFpRVIFlxzhv,anonymous,EN,I promise not to search the internet for answer to this survey.,9.329,374.863,377.488,16,7,12ft,180 degrees,Edgar Allan Poe,Immobilizes,10,"significant in affecting the frequency of surgical errors, and already costs hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Toyota,60,Methane,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Very challenging,Less than high school,Female,A little less stressed,Prefer not to say,"New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Student, full-time",Under 18,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 21:05:00,24Mar2020 21:09:00,IP Address,100,262,TRUE,24Mar2020 21:09:00,R_p5DdrMnhslaGxEd,anonymous,EN,I promise not to search the internet for answer to this survey.,17.292,206.379,207.188,18,7,12ft,180 degrees,Mary Shelley,Controls,12,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Pasteur,24 horses and 50 humans,Maine,Acura,64,Helium,He warned her to shoot if she didn't keep quiet calmly.,24,Moderately challenging,Less than high school,Female,A lot more stressed,"$125,000 - $149,999","Midwest - Minnesota, Iowa, Missouri, North Dakota, South Dakota, Nebraska, Kansas","Student, full-time",Under 18,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 21:15:00,24Mar2020 21:26:00,IP Address,100,626,TRUE,24Mar2020 21:26:00,R_3LjuRuBbazUa8Gj,anonymous,EN,I promise not to search the internet for answer to this survey.,5.059,457.061,541.282,16,5,11ft,180 degrees,Charles Dickens,Kills,6,"significantly affecting the frequency of surgical errors, already with hospital costs of",Louis Pasteur,24 horses and 50 humans,Rhode Island,Mercury,64,Uranium Dioxide,Calmly he warned her that be quiet or else he will have to shoot her.,24,Very challenging,4 year degree,Female,About the same,"$75,000 - $99,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 23:06:00,24Mar2020 23:12:00,IP Address,100,395,TRUE,24Mar2020 23:12:00,R_3MFm4KNiRTeRO3c,anonymous,EN,I promise not to search the internet for answer to this survey.,3.584,324.288,328.89,15,7,12ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Jonas Salk,24 horses and 50 humans,Maine,Mercury,60,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,24,Very challenging,Less than high school,Female,A little more stressed,"$200,000 +","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Student, full-time",Under 18,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
24Mar2020 23:35:00,24Mar2020 23:56:00,IP Address,100,1284,TRUE,24Mar2020 23:56:00,R_3PAldCek29u1e7C,anonymous,EN,I promise not to search the internet for answer to this survey.,16.882,1006.647,1009.107,45,5,10ft,180 degrees,Maurice Sendak,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",John Robbins,24 horses and 50 humans,Florida,Toyota,64,Helium,He warned her calmly that he would shoot her if she didn't keep quiet.,144,Extremely challenging,4 year degree,Female,A little more stressed,"$200,000 +","Middle Atlantic - New York, New Jersey, Pennsylvania","Employed, working full-time",55 - 64,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
25Mar2020 5:09:00,25Mar2020 5:18:00,IP Address,100,574,TRUE,25Mar2020 5:18:00,R_BFi01G7EDfhIUoN,anonymous,EN,I promise not to search the internet for answer to this survey.,6.492,509.183,510.851,48,7,10ft,180 degrees,Mary Shelley,Immobilizes,10,"significantly affecting the frequency of surgical errors, which already cost hospitals",Louis Cooper,24 horses and 50 humans,Maine,Acura,48,Helium,He said calmly that I shall shoot you if you don't be quiet.,24,Moderately challenging,4 year degree,Male,About the same,"$125,000 - $149,999","New England - Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut","Employed, working full-time",25 - 34,"Nope, I'm honest.",treatment,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
